time,mode,consensus_std,mean_dist_to_victim
0.0,search,0.7591073546724093,1.5280917932152318
0.05,search,0.7825408078759087,1.5015957601943544
0.1,search,0.7534699757064964,1.4752960239275903
0.15000000000000002,search,0.7283424755814369,1.449800838031565
0.2,search,0.7065809927135906,1.4256970137257037
0.25,search,0.6861009641013912,1.4020774551236106
0.30000000000000004,search,0.6690892885887262,1.3784938681992593
0.35000000000000003,search,0.6549418270035035,1.3562478930000939
0.4,search,0.6716954881868132,1.3340568788345606
0.45,search,0.6558401154666752,1.313296755771711
0.5,search,0.6411022302036747,1.2938903192463616
0.55,search,0.627167744782221,1.2758910856381305
0.6000000000000001,search,0.6138072988347839,1.2583983224664643
0.65,search,0.6008565075217365,1.2423091665276802
0.7000000000000001,search,0.6067360065553966,1.227042824573038
0.75,search,0.591920655303823,1.214825318543339
0.8,search,0.5782657614594453,1.2042094311676295
0.8500000000000001,search,0.5643905285137237,1.1946566074990672
0.9,search,0.5507704698222797,1.1854554574265774
0.9500000000000001,search,0.5281083153244667,1.1784128043395283
1.0,search,0.5077890800536464,1.1718875706301424
1.05,search,0.4881805862425062,1.1675687003375994
1.1,search,0.4686901613137906,1.1640748422950715
1.1500000000000001,search,0.4502332932861814,1.1615631266239308
1.2000000000000002,search,0.42439690555930465,1.1592858997149302
1.25,search,0.40265594310364045,1.1563597790930245
1.3,search,0.3832705437766818,1.1529728730010473
1.35,search,0.3649557515749786,1.1489872184785057
1.4000000000000001,search,0.34753802852719345,1.1457534240833354
1.4500000000000002,search,0.33095093910327705,1.143598102038545
1.5,search,0.3151416358080978,1.1432939983478796
1.55,search,0.3000663568677932,1.1446267952083056
1.6,search,0.28386020156425584,1.1471532681133638
1.6500000000000001,search,0.2692818722095076,1.1497472398022164
1.7000000000000002,search,0.25561856313468656,1.152957297009823
1.75,search,0.24270845432327384,1.1566490026550404
1.8,search,0.23178024394703628,1.1607098124201947
1.85,search,0.2218670698500825,1.1657438083990088
1.9000000000000001,search,0.2124048206447373,1.1712269370347115
1.9500000000000002,search,0.20329937510804671,1.1780542829969478
2.0,search,0.19459753585860443,1.1859933977880996
2.0500000000000003,search,0.18626590046753122,1.194633624419723
2.1,search,0.17828162039778575,1.2042373845905516
2.15,search,0.17062719243765712,1.214900622613618
2.2,search,0.16396242834740699,1.2271491662603249
2.25,search,0.1576070370882208,1.2397635486978567
2.3000000000000003,search,0.15149066358359692,1.2532595359293073
2.35,search,0.1456216763707892,1.2664263830414881
2.4000000000000004,search,0.11589851999361606,1.2792882289912653
2.45,search,0.10669499022414415,1.292791183748933
2.5,search,0.09822328694373991,1.3067138855676816
2.5500000000000003,search,0.09042451813960613,1.321620555108459
2.6,search,0.08323706492971455,1.3377827564330593
2.6500000000000004,search,0.0766219663755828,1.3546472884117056
2.7,search,0.07053203108969663,1.3715302526041282
2.75,search,0.06542861926064603,1.3876015015422571
2.8000000000000003,search,0.06066358378951904,1.401984291806167
2.85,search,0.05624381785598921,1.4164193927662376
2.9000000000000004,search,0.052008893537782507,1.4302479837042492
2.95,search,0.04809987429028748,1.4452223718222312
3.0,search,0.04448300253135868,1.4611365222029677
3.0500000000000003,search,0.04100287867739738,1.4773762824513017
3.1,search,0.03780237958908972,1.4946710851288179
3.1500000000000004,search,0.0349539219026008,1.5112674457824995
3.2,search,0.0323136986751078,1.5274346161320627
3.25,search,0.029872404952009195,1.5435420742804427
3.3000000000000003,search,0.027525287610429782,1.560139652919463
3.35,search,0.025367730095731622,1.5754432595368315
3.4000000000000004,search,0.02337906001400538,1.5908018677853528
3.45,search,0.021635965681341282,1.6065762364375857
3.5,search,0.02001699933183091,1.6231531329526565
3.5500000000000003,search,0.018518986623583207,1.6402386613294844
3.6,search,0.01713291943001455,1.6581206590094453
3.6500000000000004,search,0.01585045503078884,1.6756709517567632
3.7,search,0.014663868608356185,1.6908721958770905
3.75,search,0.013566008401956944,1.7054812985701082
3.8000000000000003,search,0.012550253770710413,1.718367379541521
3.85,search,0.011608329653945168,1.7301745192384248
3.9000000000000004,search,0.010745617761134701,1.7389075740666622
3.95,search,0.009950503323396375,1.7492091066644129
4.0,search,0.009215783873869149,1.7621499633714122
4.05,search,0.008536074566945323,1.773696015180154
4.1000000000000005,search,0.007906836857707081,1.7863078130185515
4.15,search,0.007324127684174621,1.797572817356325
4.2,search,0.006783124403284355,1.8066952258845448
4.25,search,0.006287231012741148,1.816255213054576
4.3,search,0.005829756452519787,1.8270381902194932
4.3500000000000005,search,0.005406520280861844,1.8392317304593286
4.4,search,0.005045804969237493,1.8510011375225284
4.45,search,0.004707477223982952,1.8638424307076853
4.5,search,0.004391554574938419,1.87538180867239
4.55,search,0.004096710164915203,1.885571524164449
4.6000000000000005,search,0.0038216069127964747,1.8966481599672091
4.65,search,0.0035649537765744307,1.9088613624131265
4.7,search,0.003325626385239434,1.9207495981642078
4.75,search,0.0031022819252253734,1.9324817540612558
4.800000000000001,search,0.0029017984790635646,1.9461522515540295
